job_title,skills
"Senior Technical Product Manager, UX Foundations - Design Systems","collaboration, communication, flexibility, leadership, planning, problem-solving, testing"
Senior Technical Program Manager,"leadership, organization, planning, writing"
Senior Technical Program Manager (Mailchimp),"communication, interpersonal, leadership, organization"
Senior Technical Program Manager - Meraki Security,"collaboration, communication, cybersecurity, leadership, organization, planning, problem-solving"
"Senior Technical Program Manager, Integrated Vehicle Testing","hardware, initiative, leadership, planning"
"Senior Technical Program Manager, Rapid & Rural Logistics (R2L) - Learning Process Engineering Tech Products","collaboration, communication, leadership, planning, problem-solving"
Senior Technical Project Manager,"agile, communication, leadership, organization, planning, presentation"
Senior Technical Recruiter,"agile, communication, innovation, interpersonal, networking, problem-solving"
Senior Technical Sales Consultant (Presales/Bilingual),"adaptability, agile, automation, collaboration, communication, cybersecurity, flexibility"
Senior Technical Writer,"go, writing"
Senior Technical Writer and Content Strategist,"communication, writing"
Senior Test Engineer - Slots,"communication, java, leadership, problem-solving, programming, testing, writing"
Senior Test Manager,"agile, automation, collaboration, communication, leadership, problem-solving, testing"
Senior Treasury Analyst,"communication, interpersonal"
Senior UI Developer,"agile, angular, automation, collaboration, communication, debugging, flexibility, innovation, javascript, problem-solving, programming, sql"
Senior UX Designer,"agile, collaboration, communication, planning"
"Senior UX Designer, Cruise","collaboration, communication"
"Senior UX Designer, Design Systems, Books/Kindle","collaboration, css, interpersonal"
Senior UX Researcher,"agile, collaboration, organization"
Senior UX UI Designer,"collaboration, communication, javascript, react"
Senior Underwriter,"communication, decision-making, listening"
"Senior Vendor Manager - Grocery, Grocery","collaboration, innovation, leadership, negotiation, organization"
"Senior Vendor Manager - Pets, Amazon Pets","collaboration, innovation, leadership, sql"
"Senior Vendor Manager, Health and Personal Care, Consumables","collaboration, communication, innovation, leadership, sql"
Senior Verification Technical Leader,"hardware, networking, perl, python, scripting, testing"
Senior Vice President Finance,"leadership, organization, planning"
Senior Visual & Communications Designer,"collaboration, communication"
Senior Visualization Engineer,"organization, sql, writing"
Senior WAN Engineer,"collaboration, communication, decision-making, networking"
Senior Windows System Engineer,"communication, scripting, sql, testing, writing"
Senior Workday HCM Lead ,"communication, go, leadership"
"Senior Writer, Digital Campaigns","go, testing, writing"
"Senior Writer, SEO",communication
Senior YouTube Media Specialist,"agile, communication"
Senior functional SD/OTC Lead,"communication, go, leadership"
Senior iOS Engineer,"automation, communication, kotlin, leadership, programming, swift, testing, writing"
"Senior iOS Engineer II, Groups","empathy, leadership, networking, testing"
Senior iOS Software Engineer - Growth,"communication, planning, programming, swift"
"Senior, Risk Advisory Partners","communication, express, leadership, organization, planning, python, sql, testing"
"Senior-Security Engineering Manager, Product Security Foundations - Slack","go, organization, programming, python, rust"
Senior/Lead Software Engineer,"java, javascript, nosql, spring, sql"
Senior/Lead/Principal Full-Stack Software Engineer - Backend,"agile, automation, initiative, interpersonal, organization, programming, testing"
Service Center Analyst,"communication, multitasking"
Service Desk Analyst I,"collaboration, debugging, flexibility, initiative, networking"
Service Desk I,"communication, programming, virtualization"
ServiceNow Administrator,testing
ServiceNow Administrator (Remote),"communication, interpersonal"
ServiceNow Architect,"agile, communication, interpersonal"
ServiceNow Configurators,"organization, testing"
ServiceNow Developer,"debugging, programming, scripting"
ServiceNow Developer (Full Time W2) 100% Remote,"communication, debugging, testing"
ServiceNow Developer/ Architect,"angular, interpersonal, presentation, scripting"
ServiceNow Developer/Lead/SME,"agile, testing"
ServiceNow ITBM Technical Consultant,
ServiceNow SACM Configuration Management Analyst,"agile, devops, organization"
ServiceNow Solution Architect,
ServiceNow Telecommunications Service Management Implementation Specialist,"agile, communication, interpersonal, problem-solving, testing"
Servicenow Developer,"communication, writing"
Servicenow Program Manager,
Services Account Executive-Financials,"flexibility, organization"
Services Developer Level 1,"communication, go, java, nosql, programming, spring, sql, testing"
SharePoint Product Specialist Contractor - REMOTE,"communication, interpersonal, presentation, testing, writing"
Shared Customer Success Manager,"agile, communication, empathy"
Sharepoint Developer,"communication, go, interpersonal, javascript, problem-solving"
Shift Lead - Fashion District,"empathy, flexibility, go, initiative, innovation"
Shipment Analyst,problem-solving
Silicon IP Sales Account Manager ,communication
Site Controller,"collaboration, communication, leadership, planning"
Site EHS Manager,"communication, leadership, organization"
"Site EHS Manager, BHM1","communication, leadership, organization"
Site Engineer,"communication, interpersonal, multitasking, problem-solving"
"Site Manager - San Antonio, TX","flexibility, hardware, innovation, leadership, networking"
Site Reliability Engineer,"adaptability, ansible, automation, communication, debugging, devops, flexibility, go, initiative, innovation, networking, organization, planning, problem-solving, programming, scripting, sql, terraform, writing"
Site Reliability Engineer (*) REMOTE,"agile, automation, collaboration, communication, containerization, docker, kafka, nosql, organization, programming"
Site Reliability Engineer (OCI) - JOB 237508,"agile, automation, communication, devops, networking, organization, scripting"
Site Reliability Engineer - Federal,"agile, automation, collaboration, communication, devops, flexibility, go, hardware, networking, python"
Site Reliability Engineer - Federal - 2nd Shift,"agile, automation, collaboration, communication, devops, flexibility, go, hardware, networking, python"
Site Reliability Engineer - Federal - 3rd Shift,"agile, automation, collaboration, communication, devops, flexibility, go, hardware, networking"
Site Reliability Engineer - REMOTE,"automation, flexibility, networking, programming, scripting"
Site Reliability Engineer II,"debugging, docker, flexibility, planning, scripting"
"Site Reliability Engineer, Enterprise Justice","agile, automation, communication, containerization, devops, docker, go, interpersonal, networking, problem-solving, programming, scripting, sql"
Snowflake Developer,sql
Social Creative Director,
Social Media Editor: NBA/WNBA,"communication, flexibility, programming, writing"
Social Media Manager,"collaboration, communication, creativity, empathy, innovation, interpersonal, organization, writing"
"Social Media Manager (Restaurant Marketing) - Mobile, AL",communication
Social Media Marketing Intern,", communication, creativity, problem-solving"
Social Media Strategist,communication
Social Media and Digital Communications Manager,"communication, leadership, listening, r, writing"
Software Architect (Remote),"angular, c#, collaboration, leadership, microservices, planning, typescript"
Software Architect Contractor,"css, javascript"
Software Back End Engineer,"agile, c#"
Software Customer Support Analyst,"communication, interpersonal, organization, presentation, react"
Software Dev Engineer - 1,"communication, innovation, programming"
"Software Dev Engineer II, Amazon Security","communication, leadership, organization, programming"
"Software Dev Engineer II, Fashion and Fitness (F2)","agile, programming"
"Software Dev Engineer, BDT Compute-Engine","c#, javascript, leadership, organization, programming, spark, testing"
Software Dev. Engineer I,programming
Software Developer,"automation, c#, communication, debugging, flexibility, innovation, java, problem-solving, programming, teamwork, writing"
Software Developer (Systems Software) - Firestorm,"agile, c++, communication, java, nosql, problem-solving, sql"
Software Developer - Audio,"collaboration, organization, programming"
Software Developer - Golang (W2 Only),"java, leadership, organization, problem-solving, programming"
Software Development Engineer,"agile, collaboration, communication, flexibility, innovation, interpersonal, java, next.js, organization, planning, problem-solving, programming, typescript"
"Software Development Engineer , Alexa Audio Growth & Engagement","innovation, organization, programming"
Software Development Engineer - Devops,"communication, devops, flexibility, hardware, microservices, programming, resilience"
Software Development Engineer 4,"angular, collaboration, communication, leadership"
Software Development Engineer II - Backend (Remote),"agile, automation, creativity, innovation, microservices, programming, react, writing"
Software Development Engineer II - Full Stack,"flexibility, programming"
"Software Development Engineer II, CIA Data Services","automation, programming"
"Software Development Engineer III, Gift Cards","agile, innovation, organization, programming"
"Software Development Engineer III, High-Volume Hiring Tech, Labor Demand","automation, planning, programming, spark, writing"
Software Development Engineer in Test,"agile, automation, creativity, leadership, programming, testing, writing"
Software Development Engineer – Data Capture,"agile, communication, flexibility, java, problem-solving, programming, spark, writing"
"Software Development Engineer, Amazon Business","go, innovation, programming, testing"
"Software Development Engineer, Amazon Visual Experience","algorithms, c++, java, leadership, machine-learning, programming"
"Software Development Engineer, Fintech","communication, initiative, programming"
"Software Development Engineer, High Volume Hiring Tech","automation, leadership, programming, spark"
Software Development Engineering Intern,"agile, html, innovation, organization"
"Software Development Engineering Manager, Payroll","agile, collaboration, flexibility, innovation"
Software Development Manager,"leadership, organization"
"Software Development Manager, Alexa Entertainment Discovery Team","agile, communication, leadership, listening, motivation"
"Software Development Manager, Kuiper Trust Services","initiative, leadership, organization"
"Software Development Manager, SDM, Customer Engagement Technology","automation, leadership, organization"
Software Engineer,", agile, algorithms, angular, asp.net, automation, blockchain, bootstrap, c#, c++, collaboration, communication, creativity, debugging, decision-making, docker, express, flexibility, go, hardware, innovation, interpersonal, java, javascript, kafka, laravel, networking, node.js, nosql, organization, php, problem-solving, programming, python, react, scripting, spark, spring, sql, teamwork, testing, typescript, writing"
Software Engineer (Back-end and Databases),"nosql, problem-solving, programming, sql"
Software Engineer (Development),"c#, communication, innovation, problem-solving, programming, sql"
Software Engineer (Full Stack),"agile, containerization, docker, java, kubernetes, microservices, node.js, problem-solving, spring"
Software Engineer (On-Site),"agile, communication, docker, java, kubernetes, nosql, programming, scripting, spring, testing"
Software Engineer - Avionics,"communication, initiative, innovation, interpersonal, teamwork, testing"
Software Engineer - Risk Systems,programming
Software Engineer - Senior,"agile, algorithms, collaboration, communication, creativity, leadership, planning, react, sql, testing, typescript"
Software Engineer - Video and Audio Editor,"angular, communication, html, node.js, nosql, typescript"
Software Engineer .NET (Banking),"c#, collaboration, communication, creativity, devops, leadership, problem-solving, python, r, sql"
"Software Engineer 1, Backend",organization
Software Engineer 2,"collaboration, communication, java, javascript, programming, sql"
Software Engineer I,"agile, ansible, automation, communication, creativity, debugging, flexibility, innovation, organization, planning, ruby, sql, typescript"
Software Engineer I/II,"agile, c#, debugging, organization, problem-solving"
Software Engineer II,", agile, algorithms, automation, c++, communication, debugging, devops, hardware, innovation, leadership, microservices, networking, organization, planning, python, scripting, writing"
Software Engineer II – Azure Storage,"algorithms, debugging, organization, programming"
Software Engineer II – Fulfillment,"creativity, flexibility, initiative, innovation, organization, programming, swift"
"Software Engineer II, Chat","agile, communication, resilience"
"Software Engineer II, Ruby","java, kubernetes"
"Software Engineer II, iOS","empathy, go, initiative, innovation"
Software Engineer III,"communication, leadership, organization, ruby"
Software Engineer III - C++ Performance (Ripple Effect),"c++, creativity, debugging, hardware, innovation, programming"
Software Engineer III R-1833898,"communication, cybersecurity, innovation, problem-solving, programming, swift"
Software Engineer III R-1849459,"communication, cybersecurity, innovation, problem-solving, programming, swift"
"Software Engineer III, Payments","agile, c#, communication, microservices"
"Software Engineer IV, Tech Lead","agile, c#, leadership, organization, programming, spring"
Software Engineer Intern,"agile, devops, encryption, planning, sql, testing"
"Software Engineer for global computer software company in Redmond, WA.","automation, communication, containerization, devops, docker, problem-solving"
Software Engineer in Test,"automation, c#, containerization, devops, docker, flexibility, hardware, innovation, jenkins, programming, rust, sql, testing, virtualization, writing"
Software Engineer – UCS,"automation, communication, debugging, planning, programming, python"
"Software Engineer, AI","decision-making, javascript, node.js, programming, react"
"Software Engineer, Automation & Tooling","django, node.js, organization"
"Software Engineer, Back-End","algorithms, collaboration, debugging, java, writing"
"Software Engineer, Brand Platform","agile, communication, containerization, docker, java, writing"
"Software Engineer, CLM Platform","agile, c#, html, problem-solving, programming"
"Software Engineer, Core Data Services","communication, debugging, java, programming, testing"
"Software Engineer, Data Engine","flexibility, kubernetes, listening, writing"
"Software Engineer, Front-End","algorithms, collaboration, javascript, programming, react, testing, typescript, writing"
"Software Engineer, Full Stack - Agents","communication, empathy, javascript, react"
"Software Engineer, Full Stack - Product","collaboration, communication, react, typescript"
"Software Engineer, Full Stack, 3+ Years of Experience","express, javascript, microservices, nosql, programming"
"Software Engineer, Infrastructure (Release Engineering)","automation, communication, devops, kubernetes, microservices, organization, planning, terraform, testing"
"Software Engineer, Machine Learning","automation, collaboration, communication, devops, planning, programming"
"Software Engineer, Quality tools","collaboration, python, writing"
"Software Engineer, Translation Services",programming
"Software Engineer, iOS, 3+ Years of Experience","express, problem-solving"
"Software Engineer, iOS, 7+ Years of Experience","express, problem-solving"
Software Engineer- Federal,"automation, flexibility, leadership, organization, problem-solving, scripting, testing"
Software Engineering Intern,
Software Engineering Manager,"adaptability, agile, collaboration, communication, devops, go, innovation, kubernetes, leadership, node.js, planning, problem-solving, react, ruby, testing"
Software Engineering Supervisor,"automation, c#, sql, testing"
Software Engineering – Kubernetes Platform (Openshift / Anthos) (8+ Years),"agile, automation, devops, docker, innovation, kubernetes, microservices, problem-solving, programming"
Software Engineers,"innovation, react, testing, vue"
Software Engineers for Audio/Video applications,"c++, problem-solving, programming, rust"
Software Implementation Consultant,"communication, interpersonal, listening, planning, presentation, react, testing"
Software Implementation Consultant (Service/Operations),"communication, innovation, interpersonal, organization"
Software Implementation Specialist,"automation, collaboration"
Software Integration Engineer (Smartsheet),"agile, communication, leadership"
Software Procurement Coordinator (Remote role),"communication, leadership"
Software Production Support Analyst,"innovation, organization, problem-solving, testing"
Software Quality Assurance Engineer,"communication, testing"
Software Quality Engineer,"agile, automation, flexibility, testing"
Software Quality Engineer III,"algorithms, automation, collaboration, debugging, programming, scripting, sql, testing, writing"
Software Reliability Engineering Intern,"automation, leadership, networking, programming"
Software Sales Manager WFH,"communication, creativity, leadership"
Software Sales Representative,planning
Software Sales Specialist,planning
Software Solutions Architect,containerization
Software Support Specialist,"communication, creativity, empathy, interpersonal, listening, networking, virtualization, writing"
Software Training Specialist ,"communication, presentation"
"Software engineer, intern","go, node.js, planning, react, typescript"
Solution / Enterprise Architect.,programming
Solution Account Executive,"communication, go"
Solution Adoption Consultant,"communication, leadership, planning"
Solution Architect,"agile, collaboration, communication, devops, empathy, hardware, innovation, interpersonal, kafka, leadership, presentation, react, sql, testing, writing"
Solution Architect ,"agile, automation, communication, organization"
Solution Architect  (JAVA+Python+GCP Exp),"agile, java, python, sql"
Solution Architect (TMS),"leadership, organization"
Solution Architect (Windchill Architect),"communication, innovation, interpersonal, leadership, problem-solving"
Solution Architect - IT (Adobe Experience Manager),"automation, collaboration, organization, planning"
Solution Architect IRC210073,"communication, devops, innovation, java, kafka, microservices, nosql, spring"
Solution Architect with P&C Insurance Exp,"agile, collaboration, leadership, organization, planning"
Solution Consultant,"communication, express, organization, problem-solving"
Solution Designer,"collaboration, testing, writing"
Solution Developer/Power Platform Developer,"automation, leadership"
Solution Engineer - CRM,"collaboration, communication, problem-solving, teamwork"
Solution Expert,"communication, problem-solving"
Solution Integration Architect,presentation
Solution Sales Professional - Devices,"flexibility, hardware, organization"
Solution Specialist - Security,"collaboration, flexibility, organization"
Solutions Architect,"java, programming, sql, testing"
"Solutions Architect (Snowflake ,Databricks)",communication
"Solutions Architect III, Security (West)","communication, cybersecurity, leadership, listening, organization, writing"
"Solutions Architect Manager, DGX Cloud","communication, debugging, interpersonal, leadership, terraform"
Solutions Consultant - NetSuite for Government (REMOTE),"collaboration, communication, go, innovation, planning"
Solutions Engineer,"automation, collaboration, communication, creativity, interpersonal, leadership, negotiation, networking, presentation, testing"
Solutions Engineer (Remote US East),"communication, interpersonal"
Solutions Engineer - West Coast,"initiative, kubernetes, networking"
"Solutions Engineer, Commercial, Specialty Contractors","communication, organization, planning, presentation, problem-solving"
"Solutions Engineer, Professional Services Federal","hardware, javascript, react"
Solutions Marketer,leadership
"Specialist, Category Growth - Jewelry",problem-solving
"Specialist, FP&A","collaboration, communication, decision-making, flexibility, planning"
"Specification Manager, Amazon Fresh Private Brands","communication, organization, sql"
Splunk Engineer,"devops, python, scripting"
"Sr / Principal Product Manager, Business Model Strategy",organization
Sr Accountant- Remote,flexibility
Sr Associate Software Development Engineer,"agile, collaboration, communication, css, flexibility, innovation, organization, react, typescript"
Sr Azure DevOps Engineer- Hybrid,"agile, automation, communication, debugging, devops, java, javascript, kubernetes, microservices, planning, scripting, spring"
"Sr Business Analyst, Amazon Fresh Selection & Merchandising","communication, decision-making, sql, writing"
Sr Chassis/OS Software Engineer,"collaboration, communication, containerization, hardware, networking, problem-solving, testing, virtualization"
"Sr Cloud Azure DevOps Engineer (Terraform) - Phoenix, AZ (HYBRID)","c#, devops, docker, jenkins, terraform"
Sr Community Operations Manager,"leadership, planning, problem-solving"
"Sr Customer Success Mgr, Strategic Account Services","communication, innovation, organization, planning, presentation, problem-solving"
"Sr Data Engineer , Customer Engagement Technology Generative AI","automation, leadership, programming, scripting, spark, sql"
Sr Data Modeler,
Sr DevOps Engineer,
Sr Director M&A Integration,"collaboration, communication, decision-making, empathy, interpersonal, leadership, presentation"
"Sr Director, Business Intelligence","communication, decision-making, innovation, leadership, organization"
"Sr Director, Revenue Recognition and Billing","collaboration, go, testing, writing"
Sr Employee Relations Manager,"collaboration, communication, interpersonal, presentation, writing"
Sr Erwin Data modeler ($100/hr) - 100% Remote Work ,"communication, sql, teamwork"
"Sr Experience Design Manager, Acrobat Gen AI","communication, creativity, leadership, r"
"Sr Full Stack Engineer - Node.js, JavaScript, Postgres",initiative
Sr Information Systems Software Application Engineer - Business Technology,"algorithms, flexibility, planning, programming, testing, writing"
Sr Java Architect,"agile, communication, java, microservices, spring"
"Sr Manager, Accounts Payable","collaboration, communication, interpersonal, organization, planning, testing"
"Sr Manager, Product Management","flexibility, leadership, organization, planning, teamwork"
"Sr Manager, Risk Management, Regulatory Intelligence, Safety and Compliance (RISC)","leadership, organization, planning"
"Sr Mgr, Inbound Product Mgmt","agile, flexibility, leadership, organization, planning, teamwork"
Sr Network Engineer,"communication, networking, planning, scripting"
"Sr PM - Tech, F2 & XCat Tech, Lifestyle Based Shopping","communication, leadership, planning, presentation"
"Sr Phlebotomist - Clifton, NJ","collaboration, testing"
"Sr Phlebotomist - Reston, VA","collaboration, testing"
Sr Principal Cyber Software Engineer (EC),"agile, algorithms, hardware"
Sr Product Manager- Remote,"communication, cybersecurity, devops, planning, presentation"
Sr Product Software Engineer,"agile, angular, communication, programming, sql, testing"
"Sr Program Manager, Platform Upgrades","communication, flexibility, interpersonal, listening, organization"
Sr Public Relations Marketer,"communication, leadership, planning"
Sr Salesforce Administrator- Remote,"communication, testing"
"Sr Security Engineer, Ads Security","c#, flexibility, leadership, organization, scripting, testing"
"Sr Security Engineer, AppSec - Amazon Stores Security","automation, flexibility, organization, python"
Sr Staff Program Manager - Global Trust and Security Internal Protection,"leadership, negotiation, networking"
Sr Staff Technical Product Manager (Demo Tools),"communication, flexibility, innovation"
"Sr Technical Program Manager, Amazon Business Supplier Operations","agile, communication, leadership, presentation"
"Sr Technical Program Manager, Design Engineering Services","leadership, organization, teamwork"
"Sr Technical Program Manager, OpsTech Engineering","innovation, leadership, organization"
Sr Triage Customer Agent with medical exp,
Sr UX Architect,"communication, flexibility, innovation, interpersonal, planning, problem-solving, testing"
"Sr. ASIC Design Engineer, Blink/Ring ASIC Team",
Sr. Account Executive (Southeast),"communication, flexibility, leadership"
"Sr. Account Executive, Toys Ad Sales","innovation, leadership"
Sr. Accountant,"agile, innovation, leadership, planning"
Sr. Agile Project Manager,"agile, communication, leadership, organization"
"Sr. Analyst, HR Systems (Workday)",spark
"Sr. Analyst, Marketing Sourcing","negotiation, problem-solving"
"Sr. Analyst/Analyst, Slack Sales Programs","collaboration, go, initiative, leadership, motivation, organization, presentation"
Sr. Android Developer,"agile, debugging, testing"
Sr. Applications Engineer,"automation, collaboration, networking, organization, programming, scripting, testing"
Sr. Associate Product Manager,"agile, collaboration, communication, decision-making"
"Sr. Associate, Grocery Partnerships","empathy, go, initiative, innovation, presentation, testing"
Sr. Automation Engineer - Life Sciences,"automation, programming, sql, testing"
"Sr. BIE, MODE","automation, communication, decision-making, leadership, organization, programming, scripting, sql"
Sr. BIE: Multi Locations - US,"automation, collaboration, flexibility, innovation, leadership, planning, programming, scripting, sql"
"Sr. Business Development Manager, Amazon Air","interpersonal, leadership, organization, planning"
Sr. C++ Software Engineer - Maps SDKs,"algorithms, c++, communication"
"Sr. Category/Product Manager, CPB","communication, innovation, leadership, planning"
Sr. Client Manager,"collaboration, communication, creativity, leadership, organization, planning, writing"
Sr. Client Partner,
Sr. Cloud & Network Engineer - Contract,"hardware, innovation, networking, planning"
Sr. Cloud Program Manager ($open++) - 100% Remote Work,"communication, leadership"
"Sr. Copywriter, Brand","automation, flexibility, organization, presentation"
"Sr. Creative Program Manager, eero Packaging Team","communication, leadership"
Sr. Data Engineer,"automation, devops, sql"
Sr. Deal Desk Analyst,"collaboration, communication, decision-making, flexibility, interpersonal, teamwork"
Sr. Demand Generation Manager (LA),"leadership, testing"
Sr. Demand Generation Manager (SF),"leadership, testing"
Sr. Director of Channel Partnerships,"communication, leadership, presentation"
Sr. Director of Engineering,"leadership, react, teamwork"
"Sr. Director, Business Value Services","collaboration, leadership, organization, presentation"
"Sr. Director, Demand Gen (B2B2C)","automation, communication, interpersonal, leadership, planning, testing"
"Sr. Director, GTM Operations - eCommerce",leadership
"Sr. Director, Global Customer Education Services (Remote Eligible)",leadership
"Sr. Director, Product (MarTech Tools)",communication
"Sr. ESA manager, Digital Sales","collaboration, flexibility, interpersonal, leadership"
"Sr. Engagement ""Project"" Manager- Software Delivery","express, flexibility"
Sr. Front End Engineer,"bootstrap, collaboration, node.js, planning, presentation, problem-solving, react, ruby, writing"
"Sr. Frontend Engineer, CP Billing - Directs","agile, java, programming, scripting, sql"
Sr. Full Stack Engineer,"organization, planning, writing"
Sr. Full Stack Engineer Sitecore - Kohler Ventures,"creativity, hardware, microservices, programming"
Sr. Global Solution Sales Executive-Industry Solutions Go-To-Market,"communication, flexibility, organization, planning"
Sr. Graphic Designer,"communication, creativity, innovation, interpersonal"
Sr. HR Business Partner,"initiative, leadership, organization, planning"
Sr. HRIS Analyst (Workday),
"Sr. Industrial Designer, Operations Engineering","agile, communication, hardware, innovation, leadership, motivation, problem-solving, sql, writing"
Sr. Industry Manager,"communication, leadership, organization, presentation"
Sr. Industry Marketing Manager- Financial Services,"flexibility, go, planning"
Sr. Learning Management System (LMS) Specialist,"agile, css, html, interpersonal, javascript, problem-solving"
Sr. Learning Platform Engineer (Global),"automation, organization, planning"
Sr. Mainframe Developer,"communication, debugging, java"
Sr. Manager - Application Security Leader,"communication, hardware, leadership, writing"
Sr. Manager of Product Architecture,"agile, innovation"
Sr. Manager or Director of Revenue Operations,"communication, leadership, planning"
"Sr. Manager, Business Intelligence , Community Operations","automation, sql"
"Sr. Manager, Change Management – Cloud Infrustructure","communication, leadership, organization"
"Sr. Manager, Digital Sales","automation, flexibility, leadership"
"Sr. Manager, Global Compensation","agile, collaboration, communication, hardware, initiative, leadership, planning, presentation"
"Sr. Manager, Product Design, Developer Experiences","creativity, flexibility, innovation, problem-solving, testing"
"Sr. Manager, Strategic Sourcing","communication, negotiation, presentation"
"Sr. Mgr., Product Mgmt. - Tech, Device Software & Services",
Sr. Motion Designer,"collaboration, communication, initiative, interpersonal"
Sr. Mulesoft Architect (Pre-sales),"automation, communication"
Sr. Network Engineer,"automation, communication, kubernetes, leadership, networking, organization, planning, virtualization"
"Sr. PM - SR Ops NA/LATAM, Global Procurement Sustainability","communication, leadership, negotiation, organization"
"Sr. PM RSC Business Ops, Robotics Supply Chain",leadership
"Sr. Partner Marketing Manager, Veeqo","go, leadership, sql, testing"
"Sr. Phlebotomist - Springfield, NJ","collaboration, testing"
"Sr. Phlebotomist - Union, NJ","collaboration, testing"
Sr. Platform Engineer,"bootstrap, collaboration, containerization, kafka, node.js, planning, problem-solving, ruby, writing"
"Sr. Privacy Industry Specialist , Amazon Delivery Privacy",communication
"Sr. Privacy Industry Specialist, WW Ops Privacy",communication
Sr. Process Engineer,"communication, problem-solving"
"Sr. Product Designer, Enterprise Tools","collaboration, communication"
"Sr. Product Launch TPM, Amazon Robotics Product Launch","automation, communication, leadership, planning, problem-solving, teamwork, testing"
Sr. Product Manager,"agile, collaboration, organization, planning"
Sr. Product Manager - Analytics,"communication, planning"
Sr. Product Manager - Generative AI Revenue Cycle,"communication, planning"
"Sr. Product Manager - Tech, Content Demand","leadership, planning"
Sr. Product Manager - Technical,"agile, communication, presentation"
"Sr. Product Manager, DEX Speed Product and Tech","collaboration, leadership"
"Sr. Product Manager, Databricks SQL","leadership, python, sql"
"Sr. Product Manager, Fleet Technology Products & Analytics (FTPA)","collaboration, leadership"
"Sr. Product Manager, Removals","communication, leadership, organization, presentation, sql, writing"
"Sr. Product Manager-Technical, Amazon Financial Foundation Services","agile, communication, innovation, planning"
Sr. Product Marketing Manager,"automation, leadership, planning"
Sr. Product Success Manager (for product managers who want to guide other product teams),"agile, bootstrap, communication"
Sr. Production support Engineer,"agile, communication, debugging, problem-solving"
Sr. Program Manager,"agile, planning"
"Sr. Program Manager, Global Crisis Management","communication, flexibility, initiative, organization"
"Sr. Program Manager, Voice of Seller",leadership
Sr. Project Manager,"agile, blockchain, collaboration, communication, initiative, innovation, planning, resilience, teamwork"
Sr. QA Engineer - SDET 24-00011,"agile, automation, communication, innovation, organization, programming, sql, testing, typescript"
"Sr. RME PM, Technology and Innovation","collaboration, leadership"
"Sr. Recruiter, G&A","collaboration, communication, leadership"
Sr. Robotics Engineer (Hybrid),"agile, c++, programming, testing"
Sr. Robotics Engineer (Remote/Onsite) – 4318,"c++, docker, python"
Sr. Ruby on Rails Engineer (Frameworks),"bootstrap, collaboration, node.js, planning, presentation, problem-solving, react, ruby, writing"
Sr. Ruby on Rails Engineer (Growth),"bootstrap, collaboration, node.js, planning, presentation, problem-solving, react, ruby, writing"
Sr. Ruby on Rails Engineer (Knowledge),"bootstrap, collaboration, node.js, planning, presentation, problem-solving, react, ruby, writing"
Sr. Ruby on Rails Engineer [28240],"agile, collaboration, communication, devops, javascript, problem-solving, programming, ruby"
Sr. SAP SD OTC Consultant,communication
Sr. SLAM Engineer (Remote/Onsite) – 4320,"algorithms, communication, problem-solving, programming"
"Sr. Safety Support Engineer, Robotics Safety Engineering","decision-making, problem-solving, testing"
Sr. Sales Account Manager,"communication, organization, planning"
Sr. Sales Engineer - SLED,"communication, networking, presentation"
Sr. Sales Manager,"go, planning, problem-solving"
Sr. Salesforce Release Engineer/DevOps Lead,"automation, communication, devops, problem-solving"
"Sr. SecEng - Commander of Operations, Amazon Stores","automation, flexibility, organization, python"
Sr. Security Engineer (Ruby on Rails experience required),"bootstrap, collaboration, go, javascript, node.js, planning, presentation, problem-solving, react, ruby"
Sr. Security Response Engineer,"communication, cybersecurity, innovation, problem-solving"
"Sr. Service Engagement Manager, Amazon Business Services","collaboration, communication, organization, planning"
Sr. Servicenow Developer,"agile, leadership"
"Sr. Software Development Engineer, Kuiper Flight Software","hardware, initiative, programming"
"Sr. Software Development Engineer, Kuiper Network Processor Platform Team","communication, hardware, initiative, programming, rust, testing"
"Sr. Software Development Engineer, Sponsored Products","flexibility, programming"
"Sr. Software Development Engineer, WW Speed","innovation, programming"
Sr. Software Engineer,"agile, angular, automation, collaboration, devops, innovation, javascript, leadership, microservices, programming, sql, testing"
"Sr. Software Engineer, Search Relevance","automation, organization"
Sr. Software Product Development Engineer,"algorithms, automation, collaboration, communication, cybersecurity, debugging, hardware, multitasking, testing"
Sr. Software Quality Engineer - Kohler Ventures,"automation, creativity, hardware, programming, python, testing"
"Sr. Solution Consultant, Financials - Retail, Hospitality, & Transportation","communication, flexibility, presentation"
Sr. Solutions Architect & Technical Advisor for Spectrum Warfare,"cybersecurity, go, hardware, leadership, organization, planning, testing"
Sr. Staff Data Scientist,"collaboration, hardware, initiative, innovation, leadership, microservices, programming, python"
"Sr. Studio126 Production Manager, Audio, Twitch, & Games",listening
"Sr. Supply Chain Manager STL, GA Portfolio Management","automation, communication, hardware, initiative, leadership, negotiation, organization, planning, teamwork"
"Sr. Supply Chain Manager, Inventory Health and Placement, AMXL Fulfilment","leadership, writing"
Sr. Support Trainer & Knowledge Lead,"communication, leadership, organization, problem-solving, teamwork"
"Sr. Sustainability Specialist, ESG Reporting, WW Sustainability","agile, leadership"
Sr. Tax Manager,"collaboration, communication, cybersecurity, decision-making, innovation, interpersonal, leadership, organization, problem-solving"
Sr. Technical Marketing,python
