company_name,title,top_skills
Wells Fargo,Lead Automation Software Engineer,"automation, scripting, innovation, java, devops"
Wells Fargo,Lead Software Engineer,"c, python, java, agile, kubernetes, automation"
Wells Fargo,Lead Software Engineer (001651),"testing, docker"
Wells Fargo,Lead Software Engineer - Java / Microservices / Cloud,"spring, java, interpersonal, communication, microservices, agile, javascript, angular, containerization, kubernetes"
Wells Fargo,Lead Specialty Software Engineer,"terraform, interpersonal, communication"
Wells Fargo,Senior Software Engineer (#001483),"testing, programming"
Wells Fargo,Senior Software Engineer (Ref #001135),"automation, devops, spring"
Wells Fargo,Senior Software Engineer (Ref #001260),"agile, c, java"
Western Union,Senior Software Engineer - Angular,"agile, testing, programming, communication, problemsolving, organization, react, nosql"
Western Union,Senior Software Engineer - Wordpress,"agile, testing, programming, communication, problemsolving, organization, react, nosql"
Wisk,Staff Software Engineer - Simulation Tools,"communication, containerization"
Wolters Kluwer,Senior Product Software Engineer | C# | Azure,"agile, flexibility, automation, programming, c, sql"
Wood Mackenzie,Senior Software Engineer - .NET,"agile, communication, problemsolving, microservices, sql, creativity"
Worky,Software Engineer (Back-end and Databases),"nosql, sql, programming, problemsolving"
Yahoo,Principal Software Engineer,"networking, java, c, organization, communication, nosql, jenkins, agile, flexibility"
Yahoo,"Principal Software Engineer, Core Mail Backend","programming, agile, planning, initiative, java, networking, leadership, communication, debugging, flexibility"
Yahoo,Senior Software Engineer,"networking, java, c, organization, communication, nosql, jenkins, agile, flexibility"
"Yoh, A Day & Zimmermann Company",.NET Software Engineer in Test (SDET),"automation, c, testing, collaboration, agile, communication, programming, sql"
Youth Power Technosoft LLC ,Java Software Engineer,"java, sql"
Zelis,ASP.Net Software Engineer,"sql, aspnet, microservices, algorithms"
Zelis,Various Software Engineer Positions,"testing, aspnet, c"
Ziff Davis Shopping,Senior Software Engineer,"collaboration, planning, sql, java, docker, testing"
"Zillion Technologies, Inc.",Embedded Software Engineer,"networking, scripting, programming, collaboration, bash, automation, debugging"
Zillow,Senior Full Stack Software Engineer (PHP/React) - US,"flexibility, testing, innovation, communication, organization"
Ziosk,Senior Software Engineer- Android Team Lead,"react, java, kotlin"
ZipRecruiter,"Senior Software Engineer, Machine Learning","algorithms, testing"
Zobility,Sr. Embedded Software Engineer AUTOSAR,"programming, debugging, scripting, testing"
ZoomInfo,Principal Software Engineer - Provisioning & Authorization,"java, nodejs, sql, microservices, interpersonal"
Zoox,Senior/Staff Software Engineer - Simulation Scenario Full Stack,"testing, typescript, communication, c, innovation"
Zscaler,Sr. Staff Software Engineer,"networking, programming"
Zscaler,Staff UI Software Engineer,"networking, testing, javascript, react, css, writing"
Zynga,Senior Software Engineer (Server)- Poker,"algorithms, communication, html"
aKUBE,Senior Software Engineer,"devops, automation, javascript, agile"
breef,Contract Software Engineer,"innovation, react, python, agile"
breef,Lead Software Engineer,"innovation, react, python, agile"
dot. cards,Senior Full Stack Software Engineer,"react, spark, communication, teamwork, networking"
eBay,Software Engineer,"java, algorithms, agile, communication"
eBay,"Software Engineer, Back End",
"firstPRO, Inc",Senior Software Engineer,"agile, django, planning, programming, python, devops, problemsolving, communication"
hackajob,Senior Software Engineer,"microservices, agile"
hackajob,Software Engineer,"programming, sql, communication, java, nosql, c, kafka"
"iBrain Technologies, Inc",Salesforce Developer with Software Engineer,"agile, devops, problemsolving, collaboration"
"iBrain Technologies, Inc",Sr Software Engineer,"programming, problemsolving, agile, communication, interpersonal"
"iHerb, LLC",Front End Software Engineer Intern,"agile, html, css, debugging, communication, initiative, sql, go"
iO Associates - US,Lead Software Engineer,"organization, teamwork, programming, kotlin, microservices"
maven,Backend Software Engineer,"c, programming"
maven,Lead Software Engineer,"programming, javascript"
maven,Python/C++ Software Engineer,"programming, go"
maven,Senior Software Engineer,"programming, javascript"
maven,Senior Software Engineer (Python/C++),"programming, go"
maven,Software Engineer - Quantitative Research,"c, python"
maven,Software Engineer - Risk Systems,programming
myGwork - LGBTQ+ Business Community,Android Kotlin Lead Software Engineer,"agile, java, testing"
myGwork - LGBTQ+ Business Community,Junior Fullstack Software Engineer,"planning, collaboration, agile, writing"
myGwork - LGBTQ+ Business Community,Lead Software Engineer- Android,"agile, communication, problemsolving"
myGwork - LGBTQ+ Business Community,Senior Lead Software Engineer - Mainframe,"agile, problemsolving, java, sql"
myGwork - LGBTQ+ Business Community,Software Engineer II- Cloud,"programming, agile, decisionmaking, spring"
myGwork - LGBTQ+ Business Community,Software Engineer II- Cloud Infrastructure,"agile, programming, decisionmaking, spring, kubernetes, automation, python"
myGwork - LGBTQ+ Business Community,Software Engineer III,"spring, agile, algorithms, programming, java, microservices, testing"
myGwork - LGBTQ+ Business Community,UI/React - Software Engineer III,"agile, javascript, react, algorithms, java, python, programming, automation, communication, testing"
myLaurel™,Senior Software Engineer,"interpersonal, communication, creativity"
🚀YOCHANA,Principal Controls Software Engineer,"algorithms, hardware, c"
